region_id,region_name,region_id_en,region_name_en,region_raw_source,year,women_farms,credit_kaf,credit_acc,credit_fund,credit_total,land_share,log_women_farms,log_credit_total,lag1_log_women_farms,lag1_log_credit_total,log_credit_kaf,lag1_log_credit_kaf,log_credit_acc,lag1_log_credit_acc,log_credit_fund,lag1_log_credit_fund,year_fe
Жетісу,Жетісу,jetisu,Jetisu,Жетісу,2023,5761,440.0,4283.0,,4723.0,3.71,8.659039915644474,8.460411177317253,8.534246945982064,8.169279753146078,6.089044875446846,6.061456918928017,8.36264243156764,8.040060208616717,,,2023
Жетісу,Жетісу,jetisu,Jetisu,Жетісу,2024,5764,1430.0,4476.0,,5906.0,3.79,8.65956043270316,8.683893367307235,8.659039915644474,8.460411177317253,7.266128779556451,6.089044875446846,8.406708458240965,8.36264243156764,,,2024
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2015,579,11.8,258.2,397.7,667.7,6.15,6.363028103540465,6.505335529059932,,,2.5494451709255714,,5.557599964478119,,5.988209254387309,,2015
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2016,680,177.4,545.6,647.4,1370.4,6.17,6.523562306149512,7.223587394850264,6.363028103540465,6.505335529059932,5.184028220145909,2.5494451709255714,6.303717273493968,5.557599964478119,6.474507789861521,5.988209254387309,2016
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2017,922,98.6,357.7,1142.0,1598.3,6.18,6.827629234502852,7.377321312496825,6.523562306149512,7.223587394850264,4.601162164590552,5.184028220145909,5.882486384538237,6.303717273493968,7.04141166379481,6.474507789861521,2017
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2018,1222,244.3,437.8,1249.7,1931.8,6.19,7.109062135687172,7.566725007740495,6.827629234502852,7.377321312496825,5.502481951264444,4.601162164590552,6.084043728401075,5.882486384538237,7.131458673554861,7.04141166379481,2018
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2019,1607,476.0,1142.0,1595.5,3213.5,6.2,7.382746449738911,8.075427103581742,7.109062135687172,7.566725007740495,6.1675164908883415,5.502481951264444,7.04141166379481,6.084043728401075,7.375569012154837,7.131458673554861,2019
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2020,1851,519.4,873.9,1875.2,3268.5,6.22,7.524021415206125,8.092392347001331,7.382746449738911,8.075427103581742,6.25459774663835,6.1675164908883415,6.774109594112219,7.04141166379481,7.537003733691851,7.375569012154837,2020
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2021,1951,914.0,580.0,949.0,2443.0,6.3,7.576609766973037,7.801391320291486,7.524021415206125,8.092392347001331,6.818924065275521,6.25459774663835,6.364750756851911,6.774109594112219,6.856461984594587,7.537003733691851,2021
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2022,2131,1705.0,2513.9,,4218.9,6.15,7.664815785285735,8.347566710066822,7.576609766973037,7.801391320291486,7.441906728051625,6.818924065275521,7.829988320311921,6.364750756851911,,6.856461984594587,2022
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2023,2629,1211.0,2548.0,,3759.0,6.16,7.87473912517181,8.23217423638394,7.664815785285735,8.347566710066822,7.10002716662926,7.441906728051625,7.8434564043761155,7.829988320311921,,,2023
Западно_Казахстанская,Западно Казахстанская,west_kazakhstan,West Kazakhstan,Западно-Казахстанская,2024,2559,1871.0,1920.0,,3791.0,6.14,7.847762537473608,8.240648863374911,7.87473912517181,8.23217423638394,7.534762657037537,7.10002716662926,7.560601162768557,7.8434564043761155,,,2024
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2015,901,73.3,558.0,595.4,1226.7,4.15,6.804614520062623,7.112897779186794,,,4.308110951723713,,6.326149473155099,,6.390911582890583,,2015
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2016,1044,72.2,298.6,394.5,765.3,4.16,6.951772164398911,6.641573737976358,6.804614520062623,7.112897779186794,4.293195420967266,4.308110951723713,5.702448251643064,6.326149473155099,5.980150787207709,6.390911582890583,2016
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2017,1395,244.9,379.0,1587.0,2210.9,4.08,7.241366283322318,7.701607153663715,6.951772164398911,6.641573737976358,5.504924949222147,4.293195420967266,5.940171252720432,5.702448251643064,7.370230641807081,5.980150787207709,2017
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2018,1720,159.6,666.9,1773.3,2599.8,4.12,7.450660796211539,7.863574368989696,7.241366283322318,7.701607153663715,5.078916801512661,5.504924949222147,6.50413846173159,5.940171252720432,7.481161257929534,7.370230641807081,2018
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2019,2491,345.0,649.0,2186.0,3180.0,4.15,7.820840879907344,8.064950891749143,7.450660796211539,7.863574368989696,5.846438775057725,5.078916801512661,6.476972362889683,6.50413846173159,7.690286020676768,7.481161257929534,2019
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2020,2857,528.6,1158.7,941.0,2628.3,0.62,7.957877358489813,7.874472930049214,7.820840879907344,8.064950891749143,6.272122004622799,5.846438775057725,7.055916629962658,6.476972362889683,6.848005274576363,7.690286020676768,2020
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2021,3123,663.0,3068.0,1994.0,5725.0,0.65,8.046869510959576,8.65277248565806,7.957877358489813,7.874472930049214,6.498282149476434,6.272122004622799,8.029107054619736,7.055916629962658,7.598399329323964,6.848005274576363,2021
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2022,2430,217.0,4080.6,,4297.6,0.69,7.796057974316123,8.366044667273176,8.046869510959576,8.65277248565806,5.384495062789089,6.498282149476434,8.314244347387547,8.029107054619736,,7.598399329323964,2022
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2023,2852,477.0,3603.0,,4080.0,0.69,7.956126351213499,8.314097335405805,7.796057974316123,8.366044667273176,6.169610732491456,5.384495062789089,8.189799618728228,8.314244347387547,,,2023
Карагандинская,Карагандинская,karaganda,Karaganda,Карагандинская,2024,2483,1256.0,3347.0,,4603.0,0.58,7.817625443053369,8.434680769841773,7.956126351213499,8.314097335405805,7.136483208590247,6.169610732491456,8.116118431609365,8.189799618728228,,,2024
